"Notes"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	658	4430141	14.6669	14.8528
	"Alabama"	"01"	"2000"	"2000"	637	4452173	14.0451	14.3076
	"Alabama"	"01"	"2001"	"2001"	682	4467634	14.9188	15.2654
	"Alabama"	"01"	"2002"	"2002"	682	4480089	14.7893	15.2229
	"Alabama"	"01"	"2003"	"2003"	684	4503491	14.7034	15.1882
	"Alabama"	"01"	"2004"	"2004"	799	4530729	16.7739	17.6351
	"Alabama"	"01"	"2005"	"2005"	980	4565917	20.3274	21.4634
	"Alabama"	"01"	"2006"	"2006"	960	4628981	19.5143	20.7389
	"Alabama"	"01"	"2007"	"2007"	1034	4672840	20.7343	22.1279
	"Alabama"	"01"	"2008"	"2008"	1124	4718206	22.0357	23.8226
	"Alabama"	"01"	"2009"	"2009"	1243	4757938	24.2443	26.1248
	"Alabama"	"01"	"2010"	"2010"	1212	4788081	23.0868	25.3129
	"Alabama"	"01"	"2011"	"2011"	1159	4812311	21.7263	24.0841
	"Alabama"	"01"	"2012"	"2012"	1278	4839463	23.5710	26.4079
	"Alabama"	"01"	"2013"	"2013"	1124	4864598	20.4043	23.1057
	"Alabama"	"01"	"2014"	"2014"	1136	4886870	20.7019	23.2460
	"Alabama"	"01"	"2015"	"2015"	1354	4908173	23.9468	27.5866
	"Alabama"	"01"	"2016"	"2016"	1467	4930490	25.6596	29.7536
	"Alabama"	"01"	"2017"	"2017"	1415	4951852	24.0522	28.5752
	"Alabama"	"01"	"2018"	"2018"	1438	4976062	24.6926	28.8984
	"Alabama"	"01"	"2019"	"2019"	1297	5003250	21.4061	25.9231
	"Alabama"	"01"	"2020"	"2020"	1181	5031362	19.2871	23.4728
	"Alabama"	"01"	"2021"	"2021"	1394	5049846	23.0168	27.6048
	"Alaska"	"02"	"1999"	"1999"	61	624779	13.6715	9.7635
	"Alaska"	"02"	"2000"	"2000"	59	627963	11.7547	9.3955
	"Alaska"	"02"	"2001"	"2001"	76	633714	15.3152	11.9928
	"Alaska"	"02"	"2002"	"2002"	76	642337	14.1996	11.8318
	"Alaska"	"02"	"2003"	"2003"	95	648414	17.3390	14.6511
	"Alaska"	"02"	"2004"	"2004"	84	659286	15.2223	12.7411
	"Alaska"	"02"	"2005"	"2005"	63	666946	10.9001	9.4460
	"Alaska"	"02"	"2006"	"2006"	59	675302	9.9860	8.7368
	"Alaska"	"02"	"2007"	"2007"	68	680300	11.9328	9.9956
	"Alaska"	"02"	"2008"	"2008"	83	687455	13.6396	12.0735
	"Alaska"	"02"	"2009"	"2009"	81	698895	13.0964	11.5897
	"Alaska"	"02"	"2010"	"2010"	106	714026	16.0907	14.8454
	"Alaska"	"02"	"2011"	"2011"	89	722610	13.7454	12.3165
	"Alaska"	"02"	"2012"	"2012"	110	731293	16.4461	15.0419
	"Alaska"	"02"	"2013"	"2013"	117	738288	18.1186	15.8475
	"Alaska"	"02"	"2014"	"2014"	117	737859	17.8312	15.8567
	"Alaska"	"02"	"2015"	"2015"	101	739305	15.4575	13.6615
	"Alaska"	"02"	"2016"	"2016"	108	743530	16.2050	14.5253
	"Alaska"	"02"	"2017"	"2017"	94	742015	13.5372	12.6682
	"Alaska"	"02"	"2018"	"2018"	123	737791	16.6760	16.6714
	"Alaska"	"02"	"2019"	"2019"	128	734885	17.7851	17.4177
	"Alaska"	"02"	"2020"	"2020"	108	732923	13.7951	14.7355
	"Alaska"	"02"	"2021"	"2021"	139	734182	18.1914	18.9326
	"Arizona"	"04"	"1999"	"1999"	972	5023823	19.6709	19.3478
	"Arizona"	"04"	"2000"	"2000"	962	5160586	18.8885	18.6413
	"Arizona"	"04"	"2001"	"2001"	1108	5273477	21.1973	21.0108
	"Arizona"	"04"	"2002"	"2002"	1115	5396255	20.8004	20.6625
	"Arizona"	"04"	"2003"	"2003"	1260	5510364	22.7695	22.8660
	"Arizona"	"04"	"2004"	"2004"	1032	5652404	18.0337	18.2577
	"Arizona"	"04"	"2005"	"2005"	978	5839077	16.5017	16.7492
	"Arizona"	"04"	"2006"	"2006"	1092	6029141	17.8260	18.1120
	"Arizona"	"04"	"2007"	"2007"	1090	6167681	17.3018	17.6728
	"Arizona"	"04"	"2008"	"2008"	1121	6280362	17.3542	17.8493
	"Arizona"	"04"	"2009"	"2009"	1299	6343154	19.5159	20.4788
	"Arizona"	"04"	"2010"	"2010"	1211	6402172	17.6479	18.9155
	"Arizona"	"04"	"2011"	"2011"	1482	6447287	20.9913	22.9864
	"Arizona"	"04"	"2012"	"2012"	1472	6508584	20.4311	22.6163
	"Arizona"	"04"	"2013"	"2013"	1603	6564810	21.6400	24.4181
	"Arizona"	"04"	"2014"	"2014"	1822	6639874	23.9023	27.4403
	"Arizona"	"04"	"2015"	"2015"	2032	6716074	25.9327	30.2558
	"Arizona"	"04"	"2016"	"2016"	2319	6803119	29.0030	34.0873
	"Arizona"	"04"	"2017"	"2017"	2683	6880741	32.5822	38.9929
	"Arizona"	"04"	"2018"	"2018"	2843	6970505	33.2668	40.7861
	"Arizona"	"04"	"2019"	"2019"	2910	7070808	32.8129	41.1551
	"Arizona"	"04"	"2020"	"2020"	2773	7179943	30.7433	38.6215
	"Arizona"	"04"	"2021"	"2021"	3138	7264877	33.4597	43.1941
	"Arkansas"	"05"	"1999"	"1999"	337	2651860	12.1662	12.7081
	"Arkansas"	"05"	"2000"	"2000"	358	2678588	12.7257	13.3653
	"Arkansas"	"05"	"2001"	"2001"	425	2691571	15.0681	15.7900
	"Arkansas"	"05"	"2002"	"2002"	332	2705927	11.6812	12.2694
	"Arkansas"	"05"	"2003"	"2003"	374	2724816	12.8382	13.7257
	"Arkansas"	"05"	"2004"	"2004"	446	2749686	15.2734	16.2200
	"Arkansas"	"05"	"2005"	"2005"	416	2781097	14.0338	14.9581
	"Arkansas"	"05"	"2006"	"2006"	473	2821761	15.6899	16.7626
	"Arkansas"	"05"	"2007"	"2007"	494	2848650	16.1267	17.3415
	"Arkansas"	"05"	"2008"	"2008"	484	2874554	15.2746	16.8374
	"Arkansas"	"05"	"2009"	"2009"	527	2896843	16.7609	18.1922
	"Arkansas"	"05"	"2010"	"2010"	512	2921608	16.0199	17.5246
	"Arkansas"	"05"	"2011"	"2011"	596	2938936	18.1034	20.2794
	"Arkansas"	"05"	"2012"	"2012"	665	2949008	20.3595	22.5500
	"Arkansas"	"05"	"2013"	"2013"	676	2954791	20.5685	22.8781
	"Arkansas"	"05"	"2014"	"2014"	694	2961247	20.5542	23.4361
	"Arkansas"	"05"	"2015"	"2015"	781	2970399	23.0848	26.2928
	"Arkansas"	"05"	"2016"	"2016"	760	2980570	22.3949	25.4985
	"Arkansas"	"05"	"2017"	"2017"	819	2990582	23.3660	27.3860
	"Arkansas"	"05"	"2018"	"2018"	877	2997060	24.8397	29.2620
	"Arkansas"	"05"	"2019"	"2019"	983	3004141	27.6666	32.7215
	"Arkansas"	"05"	"2020"	"2020"	792	3014195	21.8655	26.2757
	"Arkansas"	"05"	"2021"	"2021"	727	3028122	19.9288	24.0083
	"California"	"06"	"1999"	"1999"	6128	33499204	20.2836	18.2930
	"California"	"06"	"2000"	"2000"	6229	33987977	20.2417	18.3271
	"California"	"06"	"2001"	"2001"	6673	34479458	21.2432	19.3536
	"California"	"06"	"2002"	"2002"	6670	34871843	20.8133	19.1272
	"California"	"06"	"2003"	"2003"	6619	35253159	20.3259	18.7756
	"California"	"06"	"2004"	"2004"	7221	35574576	21.7718	20.2982
	"California"	"06"	"2005"	"2005"	7856	35827943	23.2749	21.9270
	"California"	"06"	"2006"	"2006"	7519	36021202	22.0557	20.8738
	"California"	"06"	"2007"	"2007"	8153	36250311	23.4662	22.4908
	"California"	"06"	"2008"	"2008"	8460	36604337	23.8997	23.1120
	"California"	"06"	"2009"	"2009"	8341	36961229	23.0802	22.5669
	"California"	"06"	"2010"	"2010"	8459	37322860	22.9876	22.6644
	"California"	"06"	"2011"	"2011"	8616	37653337	22.8516	22.8824
	"California"	"06"	"2012"	"2012"	9080	37974434	23.6660	23.9108
	"California"	"06"	"2013"	"2013"	9654	38296038	24.6005	25.2089
	"California"	"06"	"2014"	"2014"	10441	38640488	25.8396	27.0209
	"California"	"06"	"2015"	"2015"	10605	38969769	25.7206	27.2134
	"California"	"06"	"2016"	"2016"	10626	39225383	25.2682	27.0896
	"California"	"06"	"2017"	"2017"	10715	39423395	25.0415	27.1793
	"California"	"06"	"2018"	"2018"	10860	39534267	24.9766	27.4698
	"California"	"06"	"2019"	"2019"	11402	39546660	25.8729	28.8318
	"California"	"06"	"2020"	"2020"	9612	39501653	21.5873	24.3332
	"California"	"06"	"2021"	"2021"	11615	39142991	25.6860	29.6733
	"Colorado"	"08"	"1999"	"1999"	865	4226018	22.4015	20.4684
	"Colorado"	"08"	"2000"	"2000"	918	4326921	23.0350	21.2160
	"Colorado"	"08"	"2001"	"2001"	916	4425687	22.3016	20.6974
	"Colorado"	"08"	"2002"	"2002"	978	4490406	23.2893	21.7798
	"Colorado"	"08"	"2003"	"2003"	844	4528732	20.2084	18.6366
	"Colorado"	"08"	"2004"	"2004"	941	4575013	21.7027	20.5682
	"Colorado"	"08"	"2005"	"2005"	1064	4631888	24.0913	22.9712
	"Colorado"	"08"	"2006"	"2006"	1176	4720423	25.9797	24.9130
	"Colorado"	"08"	"2007"	"2007"	1064	4803868	22.7658	22.1488
	"Colorado"	"08"	"2008"	"2008"	1106	4889730	23.3079	22.6188
	"Colorado"	"08"	"2009"	"2009"	1219	4972195	24.8488	24.5163
	"Colorado"	"08"	"2010"	"2010"	1192	5047145	23.9066	23.6173
	"Colorado"	"08"	"2011"	"2011"	1242	5119705	24.2529	24.2592
	"Colorado"	"08"	"2012"	"2012"	1289	5189492	24.4101	24.8387
	"Colorado"	"08"	"2013"	"2013"	1290	5264410	23.6639	24.5042
	"Colorado"	"08"	"2014"	"2014"	1359	5343818	24.2631	25.4313
	"Colorado"	"08"	"2015"	"2015"	1408	5442972	24.4845	25.8682
	"Colorado"	"08"	"2016"	"2016"	1433	5529732	24.4623	25.9145
	"Colorado"	"08"	"2017"	"2017"	1466	5600301	24.7328	26.1772
	"Colorado"	"08"	"2018"	"2018"	1437	5677250	23.4331	25.3116
	"Colorado"	"08"	"2019"	"2019"	1463	5735919	23.3478	25.5059
	"Colorado"	"08"	"2020"	"2020"	1271	5784865	19.6328	21.9711
	"Colorado"	"08"	"2021"	"2021"	1515	5811297	22.9643	26.0699
	"Connecticut"	"09"	"1999"	"1999"	808	3386401	22.7318	23.8601
	"Connecticut"	"09"	"2000"	"2000"	905	3411777	24.9809	26.5258
	"Connecticut"	"09"	"2001"	"2001"	912	3432835	25.0271	26.5670
	"Connecticut"	"09"	"2002"	"2002"	834	3458749	22.4718	24.1128
	"Connecticut"	"09"	"2003"	"2003"	897	3484336	24.0767	25.7438
	"Connecticut"	"09"	"2004"	"2004"	929	3496094	24.3119	26.5725
	"Connecticut"	"09"	"2005"	"2005"	1086	3506956	28.3693	30.9670
	"Connecticut"	"09"	"2006"	"2006"	1036	3517460	26.8714	29.4531
	"Connecticut"	"09"	"2007"	"2007"	958	3527270	24.5977	27.1598
	"Connecticut"	"09"	"2008"	"2008"	993	3545579	24.8523	28.0067
	"Connecticut"	"09"	"2009"	"2009"	1031	3561807	25.4998	28.9460
	"Connecticut"	"09"	"2010"	"2010"	1018	3580397	25.0738	28.4326
	"Connecticut"	"09"	"2011"	"2011"	952	3594525	22.8611	26.4847
	"Connecticut"	"09"	"2012"	"2012"	917	3605729	21.5263	25.4318
	"Connecticut"	"09"	"2013"	"2013"	940	3610808	21.7912	26.0330
	"Connecticut"	"09"	"2014"	"2014"	1014	3615128	23.7209	28.0488
	"Connecticut"	"09"	"2015"	"2015"	954	3612364	22.1010	26.4093
	"Connecticut"	"09"	"2016"	"2016"	1011	3607920	22.9276	28.0217
	"Connecticut"	"09"	"2017"	"2017"	957	3607571	21.1826	26.5275
	"Connecticut"	"09"	"2018"	"2018"	945	3611228	20.8412	26.1684
	"Connecticut"	"09"	"2019"	"2019"	970	3607128	20.8297	26.8912
	"Connecticut"	"09"	"2020"	"2020"	831	3597362	17.9110	23.1003
	"Connecticut"	"09"	"2021"	"2021"	917	3623355	19.8164	25.3080
	"Delaware"	"10"	"1999"	"1999"	118	774990	15.0748	15.2260
	"Delaware"	"10"	"2000"	"2000"	137	786373	17.1274	17.4218
	"Delaware"	"10"	"2001"	"2001"	186	795699	22.7568	23.3757
	"Delaware"	"10"	"2002"	"2002"	146	806169	17.4132	18.1103
	"Delaware"	"10"	"2003"	"2003"	175	818003	20.5665	21.3936
	"Delaware"	"10"	"2004"	"2004"	204	830803	23.4372	24.5546
	"Delaware"	"10"	"2005"	"2005"	260	845150	28.7691	30.7638
	"Delaware"	"10"	"2006"	"2006"	262	859268	28.2913	30.4911
	"Delaware"	"10"	"2007"	"2007"	231	871749	24.2884	26.4985
	"Delaware"	"10"	"2008"	"2008"	258	883874	26.6224	29.1897
	"Delaware"	"10"	"2009"	"2009"	315	891730	31.5370	35.3246
	"Delaware"	"10"	"2010"	"2010"	331	899782	32.6998	36.7867
	"Delaware"	"10"	"2011"	"2011"	347	908309	33.2890	38.2029
	"Delaware"	"10"	"2012"	"2012"	354	916823	32.6109	38.6116
	"Delaware"	"10"	"2013"	"2013"	342	925913	31.3906	36.9365
	"Delaware"	"10"	"2014"	"2014"	363	935476	31.6033	38.8038
	"Delaware"	"10"	"2015"	"2015"	357	944928	30.4865	37.7807
	"Delaware"	"10"	"2016"	"2016"	388	953302	32.1151	40.7006
	"Delaware"	"10"	"2017"	"2017"	380	961655	31.5587	39.5152
	"Delaware"	"10"	"2018"	"2018"	390	971164	31.2271	40.1580
	"Delaware"	"10"	"2019"	"2019"	412	981319	31.1940	41.9843
	"Delaware"	"10"	"2020"	"2020"	353	992114	25.6160	35.5806
	"Delaware"	"10"	"2021"	"2021"	303	1004807	21.7140	30.1550
	"District of Columbia"	"11"	"1999"	"1999"	56	570213	9.4777	9.8209
	"District of Columbia"	"11"	"2000"	"2000"	37	572046	6.3576	6.4680
	"District of Columbia"	"11"	"2001"	"2001"	59	574504	10.0601	10.2697
	"District of Columbia"	"11"	"2002"	"2002"	53	573158	9.0504	9.2470
	"District of Columbia"	"11"	"2003"	"2003"	59	568502	10.0745	10.3782
	"District of Columbia"	"11"	"2004"	"2004"	41	567754	6.8900	7.2214
	"District of Columbia"	"11"	"2005"	"2005"	58	567136	9.6210	10.2268
	"District of Columbia"	"11"	"2006"	"2006"	61	570681	10.7326	10.6890
	"District of Columbia"	"11"	"2007"	"2007"	64	574404	10.9026	11.1420
	"District of Columbia"	"11"	"2008"	"2008"	50	580236	8.3400	8.6172
	"District of Columbia"	"11"	"2009"	"2009"	59	592228	9.4212	9.9624
	"District of Columbia"	"11"	"2010"	"2010"	51	604863	8.2830	8.4317
	"District of Columbia"	"11"	"2011"	"2011"	63	617919	10.0076	10.1955
	"District of Columbia"	"11"	"2012"	"2012"	59	631263	9.2639	9.3463
	"District of Columbia"	"11"	"2013"	"2013"	72	644892	11.1789	11.1647
	"District of Columbia"	"11"	"2014"	"2014"	74	654680	11.1342	11.3032
	"District of Columbia"	"11"	"2015"	"2015"	76	665747	11.1631	11.4157
	"District of Columbia"	"11"	"2016"	"2016"	75	673900	11.2246	11.1292
	"District of Columbia"	"11"	"2017"	"2017"	86	680978	12.5861	12.6289
	"District of Columbia"	"11"	"2018"	"2018"	62	685637	9.3961	9.0427
	"District of Columbia"	"11"	"2019"	"2019"	70	687406	10.3703	10.1832
	"District of Columbia"	"11"	"2020"	"2020"	65	670868	9.6481	9.6889
	"District of Columbia"	"11"	"2021"	"2021"	91	668791	13.4014	13.6066
	"Florida"	"12"	"1999"	"1999"	3493	15759421	18.7950	22.1645
	"Florida"	"12"	"2000"	"2000"	4083	16047515	21.4028	25.4432
	"Florida"	"12"	"2001"	"2001"	4015	16356966	20.6903	24.5461
	"Florida"	"12"	"2002"	"2002"	4176	16689370	21.0140	25.0219
	"Florida"	"12"	"2003"	"2003"	4017	17004085	19.7799	23.6237
	"Florida"	"12"	"2004"	"2004"	4207	17415318	20.2439	24.1569
	"Florida"	"12"	"2005"	"2005"	4684	17842038	22.0053	26.2526
	"Florida"	"12"	"2006"	"2006"	4449	18166990	20.4441	24.4895
	"Florida"	"12"	"2007"	"2007"	5121	18367842	22.9822	27.8802
	"Florida"	"12"	"2008"	"2008"	5167	18527305	22.6570	27.8886
	"Florida"	"12"	"2009"	"2009"	5251	18652644	22.5530	28.1515
	"Florida"	"12"	"2010"	"2010"	5182	18843093	22.0269	27.5008
	"Florida"	"12"	"2011"	"2011"	6126	19040534	25.1882	32.1735
	"Florida"	"12"	"2012"	"2012"	6247	19274146	24.8837	32.4113
	"Florida"	"12"	"2013"	"2013"	6933	19510365	26.9996	35.5350
	"Florida"	"12"	"2014"	"2014"	7260	19798068	27.6851	36.6702
	"Florida"	"12"	"2015"	"2015"	7725	20148144	28.5653	38.3410
	"Florida"	"12"	"2016"	"2016"	7829	20539843	28.1766	38.1162
	"Florida"	"12"	"2017"	"2017"	8678	20872368	30.1521	41.5765
	"Florida"	"12"	"2018"	"2018"	8471	21134065	28.6518	40.0822
	"Florida"	"12"	"2019"	"2019"	8387	21354226	27.7849	39.2756
	"Florida"	"12"	"2020"	"2020"	8010	21589602	25.9598	37.1012
	"Florida"	"12"	"2021"	"2021"	8569	21828069	27.0441	39.2568
	"Georgia"	"13"	"1999"	"1999"	1071	8045965	14.8535	13.3110
	"Georgia"	"13"	"2000"	"2000"	1363	8227303	18.5011	16.5668
	"Georgia"	"13"	"2001"	"2001"	1502	8377038	19.8252	17.9300
	"Georgia"	"13"	"2002"	"2002"	1617	8508256	21.0154	19.0051
	"Georgia"	"13"	"2003"	"2003"	1743	8622793	22.1282	20.2139
	"Georgia"	"13"	"2004"	"2004"	1780	8769252	22.1352	20.2982
	"Georgia"	"13"	"2005"	"2005"	1962	8925922	23.7359	21.9809
	"Georgia"	"13"	"2006"	"2006"	1936	9155813	22.7821	21.1450
	"Georgia"	"13"	"2007"	"2007"	2037	9349988	23.3834	21.7861
	"Georgia"	"13"	"2008"	"2008"	2082	9504843	23.2969	21.9046
	"Georgia"	"13"	"2009"	"2009"	2178	9620846	23.9191	22.6383
	"Georgia"	"13"	"2010"	"2010"	2301	9712592	24.6107	23.6909
	"Georgia"	"13"	"2011"	"2011"	2413	9805864	25.4738	24.6077
	"Georgia"	"13"	"2012"	"2012"	2793	9907486	28.4200	28.1908
	"Georgia"	"13"	"2013"	"2013"	2741	9981153	27.5229	27.4618
	"Georgia"	"13"	"2014"	"2014"	3086	10078167	30.1876	30.6206
	"Georgia"	"13"	"2015"	"2015"	3117	10191832	29.6930	30.5833
	"Georgia"	"13"	"2016"	"2016"	3059	10318397	28.2867	29.6461
	"Georgia"	"13"	"2017"	"2017"	3193	10427909	28.8983	30.6198
	"Georgia"	"13"	"2018"	"2018"	3176	10531842	28.0780	30.1562
	"Georgia"	"13"	"2019"	"2019"	3189	10642563	27.6170	29.9646
	"Georgia"	"13"	"2020"	"2020"	2802	10729828	23.7259	26.1141
	"Georgia"	"13"	"2021"	"2021"	3191	10788029	26.5811	29.5791
	"Hawaii"	"15"	"1999"	"1999"	202	1210300	16.4931	16.6901
	"Hawaii"	"15"	"2000"	"2000"	239	1213519	19.0623	19.6948
	"Hawaii"	"15"	"2001"	"2001"	223	1225948	17.3559	18.1900
	"Hawaii"	"15"	"2002"	"2002"	254	1239613	19.3734	20.4903
	"Hawaii"	"15"	"2003"	"2003"	235	1251154	17.5603	18.7827
	"Hawaii"	"15"	"2004"	"2004"	308	1273569	22.5654	24.1840
	"Hawaii"	"15"	"2005"	"2005"	330	1292729	23.4272	25.5274
	"Hawaii"	"15"	"2006"	"2006"	335	1309731	22.7896	25.5778
	"Hawaii"	"15"	"2007"	"2007"	287	1315675	19.6563	21.8139
	"Hawaii"	"15"	"2008"	"2008"	322	1332213	21.0343	24.1703
	"Hawaii"	"15"	"2009"	"2009"	362	1346717	23.9402	26.8802
	"Hawaii"	"15"	"2010"	"2010"	374	1365018	23.5825	27.3989
	"Hawaii"	"15"	"2011"	"2011"	339	1385040	21.1690	24.4758
	"Hawaii"	"15"	"2012"	"2012"	331	1405271	20.2592	23.5542
	"Hawaii"	"15"	"2013"	"2013"	353	1423518	20.7838	24.7977
	"Hawaii"	"15"	"2014"	"2014"	391	1434580	22.3950	27.2554
	"Hawaii"	"15"	"2015"	"2015"	428	1446862	24.3759	29.5813
	"Hawaii"	"15"	"2016"	"2016"	483	1457357	27.4765	33.1422
	"Hawaii"	"15"	"2017"	"2017"	409	1458538	22.0969	28.0418
	"Hawaii"	"15"	"2018"	"2018"	482	1460197	25.2783	33.0092
	"Hawaii"	"15"	"2019"	"2019"	533	1456992	28.8071	36.5822
	"Hawaii"	"15"	"2020"	"2020"	483	1451043	24.8482	33.2864
	"Hawaii"	"15"	"2021"	"2021"	509	1447154	26.1112	35.1725
	"Idaho"	"16"	"1999"	"1999"	252	1275674	21.2722	19.7543
	"Idaho"	"16"	"2000"	"2000"	253	1299430	20.8881	19.4701
	"Idaho"	"16"	"2001"	"2001"	258	1319962	20.8603	19.5460
	"Idaho"	"16"	"2002"	"2002"	281	1340372	21.9718	20.9643
	"Idaho"	"16"	"2003"	"2003"	329	1363380	25.3344	24.1312
	"Idaho"	"16"	"2004"	"2004"	370	1391802	27.7627	26.5842
	"Idaho"	"16"	"2005"	"2005"	383	1428241	28.3137	26.8162
	"Idaho"	"16"	"2006"	"2006"	341	1468669	23.8837	23.2183
	"Idaho"	"16"	"2007"	"2007"	377	1505105	25.6906	25.0481
	"Idaho"	"16"	"2008"	"2008"	344	1534320	22.7573	22.4204
	"Idaho"	"16"	"2009"	"2009"	434	1554439	27.6535	27.9200
	"Idaho"	"16"	"2010"	"2010"	424	1571271	26.2410	26.9845
	"Idaho"	"16"	"2011"	"2011"	478	1586608	29.8246	30.1272
	"Idaho"	"16"	"2012"	"2012"	489	1600106	29.0532	30.5605
	"Idaho"	"16"	"2013"	"2013"	477	1618119	27.9966	29.4787
	"Idaho"	"16"	"2014"	"2014"	513	1640256	29.0323	31.2756
	"Idaho"	"16"	"2015"	"2015"	541	1662458	30.4237	32.5422
	"Idaho"	"16"	"2016"	"2016"	607	1696174	32.8947	35.7864
	"Idaho"	"16"	"2017"	"2017"	571	1734037	29.8951	32.9289
	"Idaho"	"16"	"2018"	"2018"	607	1768548	31.0370	34.3219
	"Idaho"	"16"	"2019"	"2019"	665	1808067	32.7218	36.7796
	"Idaho"	"16"	"2020"	"2020"	692	1849202	33.1433	37.4215
	"Idaho"	"16"	"2021"	"2021"	760	1904314	34.4397	39.9094
	"Illinois"	"17"	"1999"	"1999"	1561	12359020	13.0297	12.6305
	"Illinois"	"17"	"2000"	"2000"	1690	12434161	13.9601	13.5916
	"Illinois"	"17"	"2001"	"2001"	1801	12488445	14.7513	14.4213
	"Illinois"	"17"	"2002"	"2002"	1831	12525556	14.8439	14.6181
	"Illinois"	"17"	"2003"	"2003"	1876	12556006	15.0694	14.9411
	"Illinois"	"17"	"2004"	"2004"	2012	12589773	16.0717	15.9812
	"Illinois"	"17"	"2005"	"2005"	2239	12609903	17.7023	17.7559
	"Illinois"	"17"	"2006"	"2006"	2285	12643955	17.9763	18.0719
	"Illinois"	"17"	"2007"	"2007"	2376	12695866	18.4288	18.7148
	"Illinois"	"17"	"2008"	"2008"	2552	12747038	19.5561	20.0203
	"Illinois"	"17"	"2009"	"2009"	2578	12796778	19.5582	20.1457
	"Illinois"	"17"	"2010"	"2010"	2516	12845651	18.7416	19.5864
	"Illinois"	"17"	"2011"	"2011"	2690	12893479	19.8294	20.8633
	"Illinois"	"17"	"2012"	"2012"	2777	12929231	20.1962	21.4785
	"Illinois"	"17"	"2013"	"2013"	2715	12962244	19.3643	20.9454
	"Illinois"	"17"	"2014"	"2014"	2904	12971447	20.2881	22.3876
	"Illinois"	"17"	"2015"	"2015"	3160	12965660	22.1737	24.3721
	"Illinois"	"17"	"2016"	"2016"	3470	12947127	23.8503	26.8013
	"Illinois"	"17"	"2017"	"2017"	3559	12924024	24.4718	27.5379
	"Illinois"	"17"	"2018"	"2018"	3542	12887977	23.8783	27.4830
	"Illinois"	"17"	"2019"	"2019"	3912	12849672	26.0399	30.4444
	"Illinois"	"17"	"2020"	"2020"	3299	12786580	21.9319	25.8005
	"Illinois"	"17"	"2021"	"2021"	3948	12686469	26.0611	31.1198
	"Indiana"	"18"	"1999"	"1999"	852	6044969	14.2745	14.0944
	"Indiana"	"18"	"2000"	"2000"	964	6091866	15.9860	15.8244
	"Indiana"	"18"	"2001"	"2001"	1129	6127760	18.5569	18.4244
	"Indiana"	"18"	"2002"	"2002"	1141	6155967	18.5692	18.5349
	"Indiana"	"18"	"2003"	"2003"	1185	6196638	19.0512	19.1233
	"Indiana"	"18"	"2004"	"2004"	1127	6233007	17.8585	18.0812
	"Indiana"	"18"	"2005"	"2005"	1184	6278616	18.5420	18.8577
	"Indiana"	"18"	"2006"	"2006"	1264	6332669	19.5066	19.9600
	"Indiana"	"18"	"2007"	"2007"	1277	6379599	19.4213	20.0169
	"Indiana"	"18"	"2008"	"2008"	1350	6424806	20.1245	21.0123
	"Indiana"	"18"	"2009"	"2009"	1371	6459325	20.3648	21.2251
	"Indiana"	"18"	"2010"	"2010"	1472	6491454	21.3497	22.6760
	"Indiana"	"18"	"2011"	"2011"	1325	6521740	19.0645	20.3167
	"Indiana"	"18"	"2012"	"2012"	1422	6546884	20.3054	21.7203
	"Indiana"	"18"	"2013"	"2013"	1393	6581794	19.4752	21.1644
	"Indiana"	"18"	"2014"	"2014"	1669	6610377	23.0094	25.2482
	"Indiana"	"18"	"2015"	"2015"	1794	6628952	24.3820	27.0631
	"Indiana"	"18"	"2016"	"2016"	1922	6658414	26.0058	28.8657
	"Indiana"	"18"	"2017"	"2017"	1890	6685534	25.0224	28.2700
	"Indiana"	"18"	"2018"	"2018"	1766	6725385	23.0379	26.2587
	"Indiana"	"18"	"2019"	"2019"	1731	6761599	22.1191	25.6005
	"Indiana"	"18"	"2020"	"2020"	0	Not Applicable	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	Missing	Missing	Missing	Missing
	"Iowa"	"19"	"1999"	"1999"	597	2917634	19.2618	20.4618
	"Iowa"	"19"	"2000"	"2000"	616	2929067	19.9213	21.0306
	"Iowa"	"19"	"2001"	"2001"	647	2931997	20.8045	22.0669
	"Iowa"	"19"	"2002"	"2002"	649	2934234	20.7459	22.1182
	"Iowa"	"19"	"2003"	"2003"	586	2941999	18.4844	19.9184
	"Iowa"	"19"	"2004"	"2004"	612	2953635	19.0714	20.7202
	"Iowa"	"19"	"2005"	"2005"	663	2964454	20.5713	22.3650
	"Iowa"	"19"	"2006"	"2006"	749	2982644	22.9819	25.1119
	"Iowa"	"19"	"2007"	"2007"	725	2999212	21.8110	24.1730
